# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Nov  4 01:22:58 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_facility:  Discovery Facility
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_facility,sy_gaiamag
Kepler-640 b,Kepler-640,1,1,0,Transit,Kepler,13.6870000
Kepler-640 b,Kepler-640,1,1,0,Transit,Kepler,13.6870000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-641 b,Kepler-641,1,1,0,Transit,Kepler,13.7625000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-642 b,Kepler-642,1,1,0,Transit,Kepler,13.2945000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-643 b,Kepler-643,1,1,0,Transit,Kepler,13.7694000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-644 b,Kepler-644,1,1,0,Transit,Kepler,13.9601000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-645 b,Kepler-645,1,1,0,Transit,Kepler,14.0305000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-646 b,Kepler-646,1,1,0,Transit,Kepler,13.7654000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 b,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 c,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 c,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 c,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 c,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 c,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 c,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 c,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-647 c,Kepler-647,1,2,0,Transit,Kepler,13.9345000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-648 b,Kepler-648,1,1,0,Transit,Kepler,13.9145000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-649 b,Kepler-649,1,1,0,Transit,Kepler,13.3936000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 b,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 c,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 d,Kepler-65,1,4,0,Transit,Kepler,10.9656000
Kepler-65 e,Kepler-65,1,4,0,Radial Velocity,W. M. Keck Observatory,10.9656000
Kepler-650 b,Kepler-650,1,1,0,Transit,Kepler,14.1242000
Kepler-650 b,Kepler-650,1,1,0,Transit,Kepler,14.1242000
Kepler-650 b,Kepler-650,1,1,0,Transit,Kepler,14.1242000
Kepler-650 b,Kepler-650,1,1,0,Transit,Kepler,14.1242000
Kepler-650 b,Kepler-650,1,1,0,Transit,Kepler,14.1242000
Kepler-650 b,Kepler-650,1,1,0,Transit,Kepler,14.1242000
Kepler-650 b,Kepler-650,1,1,0,Transit,Kepler,14.1242000
Kepler-650 b,Kepler-650,1,1,0,Transit,Kepler,14.1242000
Kepler-651 b,Kepler-651,1,1,0,Transit,Kepler,13.9621000
Kepler-651 b,Kepler-651,1,1,0,Transit,Kepler,13.9621000
Kepler-651 b,Kepler-651,1,1,0,Transit,Kepler,13.9621000
Kepler-651 b,Kepler-651,1,1,0,Transit,Kepler,13.9621000
Kepler-651 b,Kepler-651,1,1,0,Transit,Kepler,13.9621000
Kepler-651 b,Kepler-651,1,1,0,Transit,Kepler,13.9621000
Kepler-651 b,Kepler-651,1,1,0,Transit,Kepler,13.9621000
Kepler-651 b,Kepler-651,1,1,0,Transit,Kepler,13.9621000
Kepler-651 b,Kepler-651,1,1,0,Transit,Kepler,13.9621000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-652 b,Kepler-652,1,1,0,Transit,Kepler,13.4353000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 b,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 c,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 c,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 c,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 c,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 c,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 c,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 c,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 c,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-653 c,Kepler-653,1,2,0,Transit,Kepler,13.3461000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-654 b,Kepler-654,1,1,0,Transit,Kepler,13.6614000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-655 b,Kepler-655,1,1,0,Transit,Kepler,13.4641000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-656 b,Kepler-656,1,1,0,Transit,Kepler,15.3370000
Kepler-657 b,Kepler-657,1,1,0,Transit,Kepler,15.3190000
Kepler-657 b,Kepler-657,1,1,0,Transit,Kepler,15.3190000
Kepler-657 b,Kepler-657,1,1,0,Transit,Kepler,15.3190000
Kepler-657 b,Kepler-657,1,1,0,Transit,Kepler,15.3190000
Kepler-657 b,Kepler-657,1,1,0,Transit,Kepler,15.3190000
Kepler-657 b,Kepler-657,1,1,0,Transit,Kepler,15.3190000
Kepler-657 b,Kepler-657,1,1,0,Transit,Kepler,15.3190000
Kepler-657 b,Kepler-657,1,1,0,Transit,Kepler,15.3190000
Kepler-657 b,Kepler-657,1,1,0,Transit,Kepler,15.3190000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-658 b,Kepler-658,1,1,0,Transit,Kepler,15.4910000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-659 b,Kepler-659,1,1,0,Transit,Kepler,15.5655000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-66 b,Kepler-66,1,1,0,Transit,Kepler,15.1474000
Kepler-660 b,Kepler-660,1,1,0,Transit,Kepler,15.2644000
Kepler-660 b,Kepler-660,1,1,0,Transit,Kepler,15.2644000
Kepler-660 b,Kepler-660,1,1,0,Transit,Kepler,15.2644000
Kepler-660 b,Kepler-660,1,1,0,Transit,Kepler,15.2644000
Kepler-660 b,Kepler-660,1,1,0,Transit,Kepler,15.2644000
Kepler-660 b,Kepler-660,1,1,0,Transit,Kepler,15.2644000
Kepler-660 b,Kepler-660,1,1,0,Transit,Kepler,15.2644000
Kepler-660 b,Kepler-660,1,1,0,Transit,Kepler,15.2644000
Kepler-660 b,Kepler-660,1,1,0,Transit,Kepler,15.2644000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-661 b,Kepler-661,1,1,0,Transit,Kepler,15.8003000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-662 b,Kepler-662,1,1,0,Transit,Kepler,15.3741000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-663 b,Kepler-663,1,1,0,Transit,Kepler,15.8686000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-664 b,Kepler-664,1,1,0,Transit,Kepler,15.4990000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-665 b,Kepler-665,1,1,0,Transit,Kepler,15.4019000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-666 b,Kepler-666,1,1,0,Transit,Kepler,15.3405000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-667 b,Kepler-667,1,1,0,Transit,Kepler,15.3616000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-668 b,Kepler-668,1,1,0,Transit,Kepler,15.2931000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-669 b,Kepler-669,1,1,0,Transit,Kepler,15.4817000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-67 b,Kepler-67,1,1,0,Transit,Kepler,16.1723000
Kepler-670 b,Kepler-670,1,1,0,Transit,Kepler,15.0268000
